word,origin_language,reltype
stilisere,Italian,derived_from
atracar,Italian,derived_from
κορίτς,Greek,derived_from
accordéon,German,borrowed_from
تجاری,Arabic,derived_from
minter,Latin,derived_from
प्याज,Hindi,borrowed_from
eterat,French,borrowed_from
صلح,Arabic,inherited_from
nanchin,French,borrowed_from
lüks,French,derived_from
पुलटिस,Hindi,derived_from
تنين وعشرين,Arabic,inherited_from
presentaneous,Latin,derived_from
φουφού,Greek,derived_from
cougar,French,borrowed_from
κορτσόπον,Greek,derived_from
puriform,Latin,derived_from
koncert,Italian,derived_from
salchicha,Italian,borrowed_from
نسبة,Arabic,inherited_from
fiziologie,French,borrowed_from
beløb,German,derived_from
κορτσόπον,Greek,derived_from
κορίτς,Greek,derived_from
supplétion,German,derived_from
غسيل,Arabic,inherited_from
कक्षा,Hindi,borrowed_from
kanón,German,borrowed_from
cloretonă,French,borrowed_from
कक्षा,Hindi,borrowed_from
لهنا,Arabic,inherited_from
bra,French,derived_from
कक्षा,Hindi,borrowed_from
donator,French,borrowed_from
trotar,French,borrowed_from
عائلة,Arabic,learned_borrowing_from
conosco,Latin,inherited_from
ahnentafel,German,borrowed_from
relief,Italian,derived_from
ŝajni,German,derived_from
contrabas,Italian,borrowed_from
talion,French,borrowed_from
xilofon,German,borrowed_from
soċjalment,Italian,borrowed_from
φουφού,Greek,derived_from
بایات,Arabic,borrowed_from
pardösü,French,derived_from
κορίτς,Greek,derived_from
tannic,French,borrowed_from
φουφού,Greek,derived_from
صارم,Arabic,borrowed_from
scusare,Latin,inherited_from
κορτσόπον,Greek,derived_from
devet,French,derived_from
spectacle,French,derived_from
hijyen,French,borrowed_from
تكا,Arabic,inherited_from
enersyds,German,derived_from
grundnorm,German,borrowed_from
κορτσόπον,Greek,derived_from
عامل,Arabic,inherited_from
देवभाषा,Hindi,borrowed_from
dolar,German,derived_from
tarokk,German,derived_from
कक्षा,Hindi,borrowed_from
koketovat,French,derived_from
referaat,German,borrowed_from
frêle,Latin,inherited_from
consul,Latin,derived_from
देवभाषा,Hindi,borrowed_from
eleganse,Latin,derived_from
काफी,Hindi,borrowed_from
φουφού,Greek,derived_from
फिरङ्ग,Hindi,derived_from
conjudgi,Latin,derived_from
archipiélago,Italian,borrowed_from
prolissità,Latin,derived_from
ftalat,French,borrowed_from
κορίτς,Greek,derived_from
حکیم,Arabic,borrowed_from
kuliero,Latin,derived_from
κορτσόπον,Greek,derived_from
समोष,Hindi,borrowed_from
pizzeria,Italian,borrowed_from
فقط,Arabic,derived_from
κορτσόπον,Greek,derived_from
κορτσόπον,Greek,derived_from
obseeni,French,derived_from
अनौठो,Hindi,derived_from
vintri,Latin,inherited_from
preeminent,Latin,borrowed_from
समोष,Hindi,borrowed_from
klasszifikáció,German,borrowed_from
milieu,French,borrowed_from
danse,French,derived_from
procentueel,German,borrowed_from
microfarad,French,borrowed_from
fakin,Italian,derived_from
comună,French,borrowed_from
utila,Italian,borrowed_from
oppsikt,German,derived_from
reliek,Latin,derived_from
काफी,Hindi,borrowed_from
plumbic,French,borrowed_from
ربط,Arabic,inherited_from
catorze,Latin,inherited_from
almanach,German,derived_from
bruusk,Italian,derived_from
stenogramă,French,borrowed_from
renate,Latin,derived_from
जिल्ला,Hindi,derived_from
lebonedön,German,borrowed_from
دارسين,Arabic,inherited_from
supo,German,borrowed_from
waagmoedig,German,borrowed_from
بالعكس,Arabic,inherited_from
مىسىر,Arabic,borrowed_from
metamorfozabil,French,borrowed_from
lector,French,borrowed_from
ombrifero,Latin,derived_from
κορίτς,Greek,derived_from
aukció,German,borrowed_from
पुलटिस,Hindi,derived_from
barbotaj,French,borrowed_from
φουφού,Greek,derived_from
κορτσόπον,Greek,derived_from
tentacular,French,borrowed_from
نقاب,Arabic,borrowed_from
aprail,Latin,inherited_from
κορίτς,Greek,derived_from
अङ्ग्रेजी,Hindi,derived_from
ordre,French,borrowed_from
فاكهة,Arabic,learned_borrowing_from
कक्षा,Hindi,borrowed_from
excelléncia,Latin,derived_from
teismo,Italian,borrowed_from
skizo,German,derived_from
φουφού,Greek,derived_from
κορτσόπον,Greek,derived_from
سیاسیات,Arabic,derived_from
inyeición,Latin,borrowed_from
κορτσόπον,Greek,derived_from
voetsoldaat,Italian,derived_from
شرح,Arabic,inherited_from
użanza,Italian,borrowed_from
φουφού,Greek,derived_from
pecari,French,borrowed_from
कर्गद,Hindi,borrowed_from
caviglia,Latin,derived_from
birefringență,French,borrowed_from
quadripartition,Latin,derived_from
عرنوس,Arabic,derived_from
rezită,French,borrowed_from
trijonf,Italian,borrowed_from
देवभाषा,Hindi,borrowed_from
سبعمية,Arabic,inherited_from
incidir,Latin,borrowed_from
पुलटिस,Hindi,derived_from
κορτσόπον,Greek,derived_from
odiar,French,borrowed_from
ملحق,Arabic,inherited_from
هوم,Arabic,inherited_from
κορίτς,Greek,derived_from
gneiss,German,borrowed_from
DiDonato,Italian,borrowed_from
काफी,Hindi,borrowed_from
شلقومة,Arabic,derived_from
κορτσόπον,Greek,derived_from
نومۇس,Arabic,borrowed_from
domo,French,borrowed_from
कर्गद,Hindi,borrowed_from
sapid,Latin,derived_from
shqyt,Latin,borrowed_from
interporre,Latin,borrowed_from
brems,German,derived_from
ناشف,Arabic,inherited_from
फिरङ्ग,Hindi,derived_from
februation,Latin,derived_from
frégate,Italian,borrowed_from
voastră,Latin,inherited_from
naturalizmus,German,derived_from
مبلول,Arabic,inherited_from
arkkitehtuuri,Latin,derived_from
ورق,Arabic,borrowed_from
impozáns,German,derived_from
nevrotomie,French,borrowed_from
național,Italian,borrowed_from
अनौठो,Hindi,derived_from
teacã,Latin,inherited_from
phagocytosis,German,derived_from
κορίτς,Greek,derived_from
kapuuts,German,borrowed_from
κορίτς,Greek,derived_from
dyslexie,German,borrowed_from
عنایت,Arabic,borrowed_from
مكتوب,Arabic,inherited_from
gasteropod,French,borrowed_from
raketo,Italian,derived_from
geotectonics,German,borrowed_from
reconsolida,French,borrowed_from
villnis,German,derived_from
invidia,Latin,borrowed_from
vishar,German,derived_from
تربى,Arabic,inherited_from
derivată,French,borrowed_from
acrobaat,German,borrowed_from
أخد,Arabic,inherited_from
κορίτς,Greek,derived_from
vjolin,Italian,borrowed_from
piknikar,Italian,derived_from
अस्पृश्यता,Hindi,borrowed_from
bubalină,French,borrowed_from
kisztihand,German,borrowed_from
borša,Italian,borrowed_from
φουφού,Greek,derived_from
szecesszió,German,borrowed_from
amendemen,French,derived_from
φουφού,Greek,derived_from
समोष,Hindi,borrowed_from
kvartetas,Italian,derived_from
جزئیات,Arabic,borrowed_from
φουφού,Greek,derived_from
انقال,Arabic,inherited_from
अङ्ग्रेजी,Hindi,derived_from
κορίτς,Greek,derived_from
nederdrægtig,German,derived_from
जिल्ला,Hindi,derived_from
dyab,French,derived_from
बरफ,Hindi,derived_from
buxola,Latin,derived_from
معقد,Arabic,inherited_from
κορίτς,Greek,derived_from
देवभाषा,Hindi,borrowed_from
φουφού,Greek,derived_from
प्याज,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
skala,Italian,derived_from
klinisk,German,derived_from
طفاية,Arabic,inherited_from
pinsian,Latin,borrowed_from
masacrar,French,borrowed_from
norden,German,derived_from
valet,French,borrowed_from
اتلاف,Arabic,borrowed_from
colophony,Latin,borrowed_from
प्याज,Hindi,borrowed_from
φουφού,Greek,derived_from
sonate,Italian,borrowed_from
हिन्दु,Hindi,borrowed_from
ضيف,Arabic,inherited_from
रोटी,Hindi,borrowed_from
κορίτς,Greek,derived_from
manita,Italian,derived_from
juif,Latin,inherited_from
अनौठो,Hindi,derived_from
काटकसर,Hindi,derived_from
φουφού,Greek,derived_from
canonicat,German,borrowed_from
fagoto,German,derived_from
wanderjahr,German,borrowed_from
tarta,French,borrowed_from
respira,Italian,borrowed_from
ordenatu,Latin,derived_from
استغنى,Arabic,inherited_from
देवभाषा,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
रोटी,Hindi,borrowed_from
φουφού,Greek,derived_from
sociala,Latin,derived_from
líkjör,French,derived_from
κορτσόπον,Greek,derived_from
पुलटिस,Hindi,derived_from
urethraal,German,borrowed_from
हिन्दु,Hindi,borrowed_from
cuny,Latin,derived_from
fanaal,French,borrowed_from
عشرة آلاف,Arabic,inherited_from
humide,Latin,borrowed_from
colofoniu,German,borrowed_from
revizyonizm,French,borrowed_from
grafiet,German,borrowed_from
numer,German,borrowed_from
κορίτς,Greek,derived_from
κορτσόπον,Greek,derived_from
خیالی,Arabic,borrowed_from
समोष,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
रोटी,Hindi,borrowed_from
कर्गद,Hindi,borrowed_from
مقبط,Arabic,inherited_from
uniocular,French,borrowed_from
ظهر,Arabic,inherited_from
अख़बार,Hindi,borrowed_from
pár,German,derived_from
intenerate,Latin,derived_from
hoover,German,derived_from
معدة,Arabic,inherited_from
zousätzlech,German,derived_from
instan,Latin,derived_from
اضافه,Arabic,borrowed_from
κορίτς,Greek,derived_from
arsenal,French,derived_from
κορτσόπον,Greek,derived_from
خطاط,Arabic,borrowed_from
κορίτς,Greek,derived_from
onoare,French,borrowed_from
vitriol,French,borrowed_from
croquembouche,French,borrowed_from
monegaskar,French,derived_from
हिन्दु,Hindi,borrowed_from
पुलटिस,Hindi,derived_from
जिल्ला,Hindi,derived_from
κορίτς,Greek,derived_from
واحه,Arabic,borrowed_from
تجاهل,Arabic,inherited_from
gruntati,German,derived_from
ابعاد,Arabic,borrowed_from
काफी,Hindi,borrowed_from
arboret,Italian,borrowed_from
ربيب,Arabic,inherited_from
प्याज,Hindi,borrowed_from
marmeláda,German,borrowed_from
अस्पृश्यता,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
sokk,Latin,derived_from
maistraatti,Latin,derived_from
berlock dermatitis,German,derived_from
virtuozo,German,borrowed_from
frutta,Latin,inherited_from
فلسطین,Arabic,borrowed_from
coridă,French,borrowed_from
securitate,Latin,derived_from
resymé,French,derived_from
stelă,French,borrowed_from
antistrophe,Latin,borrowed_from
utschè,Latin,inherited_from
देवभाषा,Hindi,borrowed_from
zêugo,Latin,inherited_from
vidicon,French,borrowed_from
مقدس,Arabic,borrowed_from
κορτσόπον,Greek,derived_from
setember,Latin,inherited_from
اقترح,Arabic,learned_borrowing_from
اضطراری,Arabic,borrowed_from
κορίτς,Greek,derived_from
κορίτς,Greek,derived_from
trebejo,Latin,derived_from
mudante,Italian,derived_from
حسرت,Arabic,borrowed_from
kultura,Italian,borrowed_from
retroproiector,French,borrowed_from
terapija,Italian,borrowed_from
سیاحت,Arabic,derived_from
قاباھەت,Arabic,borrowed_from
κορίτς,Greek,derived_from
logo,French,borrowed_from
manteli,German,derived_from
φουφού,Greek,derived_from
عرقان,Arabic,inherited_from
जिल्ला,Hindi,derived_from
अख़बार,Hindi,borrowed_from
عصارة,Arabic,inherited_from
κορτσόπον,Greek,derived_from
पुलटिस,Hindi,derived_from
partajar,French,derived_from
نفوذ,Arabic,borrowed_from
κορτσόπον,Greek,derived_from
turbán,German,derived_from
हिन्दु,Hindi,borrowed_from
vadè,Latin,inherited_from
अख़बार,Hindi,borrowed_from
voler,French,derived_from
هیئت,Arabic,borrowed_from
prosilogism,French,borrowed_from
humeral,French,borrowed_from
plokworst,German,borrowed_from
κορίτς,Greek,derived_from
porxo,Latin,inherited_from
نطرون,Arabic,derived_from
عطسه,Arabic,borrowed_from
kokoso,German,derived_from
mérito,Latin,derived_from
φουφού,Greek,derived_from
antistof,German,borrowed_from
κορίτς,Greek,derived_from
توتیا,Arabic,borrowed_from
relatar,Latin,derived_from
φουφού,Greek,derived_from
बरफ,Hindi,derived_from
povero,Latin,inherited_from
profil,Italian,borrowed_from
अनौठो,Hindi,derived_from
फिरङ्ग,Hindi,derived_from
spêgio,Latin,inherited_from
ناھىيە,Arabic,borrowed_from
فرق,Arabic,derived_from
फिरङ्ग,Hindi,derived_from
orear,Latin,inherited_from
kritiek,French,borrowed_from
kuluranti,Italian,borrowed_from
κορτσόπον,Greek,derived_from
objektum,Latin,derived_from
verkeleg,German,derived_from
grammatiker,German,derived_from
pikolo,Italian,derived_from
sbageti,Italian,borrowed_from
elliptikus,German,borrowed_from
feudalitate,Italian,borrowed_from
يمين,Arabic,inherited_from
reprezentanță,German,borrowed_from
șerui,German,borrowed_from
फिरङ्ग,Hindi,derived_from
cãtsãl,Latin,inherited_from
समोष,Hindi,borrowed_from
pumppu,German,derived_from
φουφού,Greek,derived_from
κορίτς,Greek,derived_from
अख़बार,Hindi,borrowed_from
कक्षा,Hindi,borrowed_from
attaquer,Italian,borrowed_from
أما,Arabic,inherited_from
समोष,Hindi,borrowed_from
arto,Italian,borrowed_from
serpentin,German,borrowed_from
rebullir,Latin,inherited_from
κορτσόπον,Greek,derived_from
sottomissjoni,Italian,borrowed_from
plakat,German,derived_from
baryła,Italian,derived_from
φουφού,Greek,derived_from
kultúr-,German,derived_from
زعلان,Arabic,inherited_from
elrits,German,borrowed_from
diagram,Italian,derived_from
अस्पृश्यता,Hindi,borrowed_from
šálek,German,borrowed_from
prakt,German,derived_from
कक्षा,Hindi,borrowed_from
migrować,Latin,derived_from
jugulară,French,borrowed_from
फिरङ्ग,Hindi,derived_from
DiMatteo,Italian,borrowed_from
piccolo,Italian,derived_from
prìomh-,Latin,derived_from
चाय,Hindi,borrowed_from
inequality,Latin,derived_from
κορίτς,Greek,derived_from
وصل,Arabic,borrowed_from
arkivju,Italian,borrowed_from
اختصر,Arabic,inherited_from
grappa,Italian,borrowed_from
बरफ,Hindi,derived_from
حير,Arabic,inherited_from
φουφού,Greek,derived_from
sfære,Latin,derived_from
शैंपू,Hindi,derived_from
देवभाषा,Hindi,borrowed_from
quadragésima,Latin,borrowed_from
forbilde,German,derived_from
hollejo,Latin,inherited_from
študent,German,borrowed_from
magenstrasse,German,borrowed_from
tånte,French,borrowed_from
konversationslexikon,German,derived_from
domestique,French,borrowed_from
شغل,Arabic,inherited_from
ayer,Latin,inherited_from
زريعة الكتان,Arabic,inherited_from
invidia,Italian,borrowed_from
imajinasi,French,derived_from
φουφού,Greek,derived_from
हिन्दु,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
platta,German,derived_from
अनौठो,Hindi,derived_from
مراحل,Arabic,borrowed_from
sãrcljedz,Latin,inherited_from
inspektør,French,derived_from
काफी,Hindi,borrowed_from
कक्षा,Hindi,borrowed_from
-cide,Latin,derived_from
कक्षा,Hindi,borrowed_from
pandemic,French,borrowed_from
garawati,Italian,borrowed_from
ascensiune,Latin,borrowed_from
cerezină,French,borrowed_from
fakkel,German,derived_from
